OTU.ID	REV1	REV2	REV3	REV4	REV5
9b39ffc23b39b8f9a8580da70eda3d75ef3e04a5	0	0	0	2	0
9b531afc4da04921844366aa0c5ce3abbd9d1b80	0	0	0	2	0
9bb4f7483d3d30a181eba36721c48f13287d5fab	0	0	0	2	0
9d235ac5aeb08e31dd599b37ae36449c84936d19	0	0	0	2	0
9d70703860b4bec5384c121a0d038ce0ada679a5	0	0	2	0	0
9dfe152c81638fbae7feeee19bc58ae567be6204	0	0	0	2	0
9e57eb5ae373b27f716fe0e472aa3e5d8006918a	0	0	0	2	0
9f00926cd35c71f4f79bbc4c73e5ede749457540	0	0	0	2	0
9f7529fa949d908d150b50ac062305cfef0b483f	0	0	0	2	0
9fc4a5940f567a3a3729a3fd6190b043836786b8	0	0	0	2	0
9fdd6d87434ca2b993e0fa2771b5e7baeddaa335	0	0	0	2	0
a0025909669578a4b92adbff7d17f75416df6a59	0	0	0	2	0
a0076f95d5b234734dd19031c518f27bc1e54549	0	0	0	1	1
a075c6719bdf4d7e6e733578deaeb8bda91f1c91	0	0	2	0	0
a14fff1714338cd6827407923027cf3634b90b5a	1	1	0	0	0
a18a841ea9f359b43b44eb8f4d22843d82563be8	0	0	0	2	0
a19cf786a82edbb75806d4c12e5b750b2f494c93	0	0	0	2	0
a2f606787bb0aeb16c48d276fb156e35e8ce3737	0	0	0	2	0
a31fcb8f187b37ae29cba04f3c54b2068d9c3ba5	0	0	0	2	0
a3562460b4f2ec8bdc5f4110667b0f02a348828b	0	0	0	2	0
a38db2673e9baf013ed3792b01b38f332094b96a	0	0	2	0	0
a44513e7b8e8872bb09eede08176d6f046d18772	0	0	2	0	0
a478c7d3d2d5cb842578244ae6f6131e56133108	0	0	0	2	0
a79edc6b9888465a6b5aa5e7347829e236d4c1c7	0	0	0	2	0
a94dfc99438df0f54cbef3f3203503f6a26f5cb7	0	0	2	0	0
a9f8152f9c0b7783432bf4aeed9c248e8c9aad23	0	0	0	2	0
aa2fbf3d3be325b82d3e8f636ae51f4958819331	0	0	0	2	0
aabbb45174192722cdfba04124be19605cc9d091	0	0	0	2	0
aae2da3000c87a2e56aa108c8bc1686ffaf980c2	0	0	2	0	0
ab0ff091b4cd03a59a40cfa5c7a1d2ba8dd3053e	0	0	2	0	0
ab967753706140f04d2f44bd822f5fd40153579b	0	0	2	0	0
ac7b0b03a7feaa15696a3d1df0a4f86ee191b9ec	0	0	2	0	0
ac8dea89f0227e767d894e7d64b74f723e12d1ee	0	1	0	1	0
ad365b69896f526722010195958df063c2d2c0d8	0	0	2	0	0
ad429ecbd2c9500e0b66e78d53cc4ffac954ec44	0	0	0	2	0
ae49c91953163bc90891bca1b591e2587ee8970d	0	0	0	2	0
ae8f5fa80152f4ea09fad57f18960f2a57bcecb0	0	1	0	1	0
aea3183afd246bcaa7f0dac42aaddad2b8e265f9	0	0	2	0	0
af355077c50df1787067b317101410e83e653a96	0	2	0	0	0
af526183c7082f341f21bc0d93bfc75477ddb1f1	0	0	0	2	0
b1fad45278afc4e9d1a32d633031f92c37386522	0	0	2	0	0
b28d9aa5d3831c7fb6ed642928f76e72dbde1921	0	0	0	2	0
b2de8e77bdb1521b2352a483a928664fc4045838	0	0	0	2	0
b2ebafed861b25340b9657806f1bc90875f781b4	0	0	2	0	0
b42dc50579d94c6ad2f72346bb110a727cff7f04	0	0	0	2	0
b4c98e4d29f23feaedcdbfa32c3632d6aa26b42e	0	0	0	2	0
b5a90298f885e296ac0b7af7694ea1a15fd72f7c	0	0	0	2	0
b5e5be8bc5a557e34dc882e3d1378df3380c1782	0	0	0	2	0
b615cab350758bcdf463bf91ab3fc8b4837a731b	0	0	2	0	0
b6951b45b39cec67756e1d4ac5ec1f098cfaf6cc	0	0	0	2	0
b710e23f3e336563e332a090d1a27d479ff36969	0	0	1	1	0
b7917729ab3cb536f90bb892992d0d75d2b1ecda	1	0	1	0	0
b87a6d22fe1fd91f2a685ef7df8f710c22bdf895	0	0	0	2	0
b88737b073f5b29b27b81f16afc3774a9d527628	0	0	0	2	0
b8948aaae1575b461e1b7d4e0762c82f4f0d7735	0	0	2	0	0
b913f17408be0dc7a96d96722f44c13b9ba6866e	0	0	1	1	0
b979a2ae46b0799b58296fae4408e0fa4af1d39a	0	0	0	2	0
b983fecfaf83a3a7241033cce18aa48b7fd60515	0	0	0	2	0
b9dc9f8160ca758350e8677192a84aa8fce6ad6d	0	0	0	2	0
ba4a131288dca54a583f906ecf25af16c7072531	0	0	2	0	0
ba6353a42613e43335b309237ed6539ff9fc3a66	0	0	2	0	0
bbc6c194c5b4058c3abc81a09e4e9d35fc116720	0	0	0	2	0
bbd278c659ba81a4f8f508fe3b3084a24817796b	0	0	0	2	0
bcc967142208aaffd28f61fca0221ce514117715	0	0	0	2	0
bd4ff527a4c6626a50f2bd6d4f9e676f1dcaafe1	0	0	0	2	0
bd559244e1f4921cf16dd729c6c18dae2d2d5811	2	0	0	0	0
bd8a200cb8c818c41b7f06fa8bd8a6847db69821	0	0	1	0	1
bd9a2d6f4d86b29ae30d732c06a7e27e22b209f0	0	2	0	0	0
bf28e0e66ed2e3bafc76d3be8ed999a3ec2a6a0d	0	0	0	2	0
bf4c3439958c4b3ffaf8916a39eff04852be5176	1	1	0	0	0
c030c112c580ee09be241329dedf77b143fb4390	0	0	2	0	0
c08d99f6a706ffb19d7479b9d234070f6400b5ab	0	0	2	0	0
c20b84d2ee55fd214c5252e749d9e9cdbc46a805	0	0	0	2	0
c21f40d01adc6af2adf3eaeb22edc6968d45175f	0	0	0	2	0
c352e1ad2de6b489e3ea8ae896b91ca234061633	0	0	0	2	0
c378130277a4231550a467591319917d2f9bf24b	0	0	0	2	0
c38f9b5470907cd57bac205d984442cb005f0932	0	0	0	2	0
c3bff80a72c9e9f493382e1773c4986f9b0fb2b2	1	1	0	0	0
c41ba6e544c420c4f20745b9f9c4a73579cf63dd	0	0	1	1	0
c431e5118bf680767c34aa90187c361ab43735ed	0	2	0	0	0
c433bda76d2ef0cf1fd143df82e37a11d48a982b	0	0	0	2	0
c4add9684a0e0a68daaf8d5f5f7b3227005087d1	0	0	0	2	0
c55607ed1cdc60946dfa53affec5a6a25d851178	0	0	0	2	0
c712853b8e5cdf0e45cb6008d48f254ed8b746f6	0	0	0	1	1
c717cbf5ccbcf6e273912f1b155849e804ee5366	0	0	1	1	0
c7653129fd3242aa8b66129c962d375e9bea1a47	1	0	0	0	1
c7a42290fe23a0bf0172ed3ba3f98a0a08e89847	0	0	0	2	0
c833e7b79a883d7de000b10d0a3534ff1f738b05	1	0	0	1	0
c8590c4407dec9e0b4bcc6524983c42d3433ae26	1	0	0	0	1
c906ab2360b6beb46e65f6f08b1a37ae83979b3a	1	0	0	1	0
c9c1717c706a1ec251fcdd472f2db383eef6ebdf	1	1	0	0	0
ca832370e32de2faaff850e20d57325fd5e873dc	0	0	0	2	0
cb4f6f33bf52548d39ee872865b42f027bacf6f5	0	0	1	1	0
cb8267cb144098bc861d99398f3f8aab9ebda5c9	0	0	1	0	1
cb917a5b6ba6ff3dd750efa0caeda8bc8ca5f46d	0	0	0	2	0
cb963074435620c14e40b7d57329f3c5ebe954b4	0	0	0	2	0
cbc78fd26a696c2cfa1b8563db012234eb391067	0	0	0	2	0
cc21c393fe72aee3e3ce18dedd0a5ee4d16b1b28	0	0	0	2	0
cc281e09c5d9f142c3f176ee1dbb697d22dbc5b4	0	0	2	0	0
cc2ce5953b2cbdc9f710035da1c02976d506fb7b	0	0	0	2	0
cca8c1114defcbe1e01024efa1a71dc82af8dc87	0	0	0	2	0
ccbcf1bc73f07b97fb9b695321dde2babaf22fc6	0	0	2	0	0
cd985832ec4a69a1cf0e5671006f69e152737e9e	0	0	0	2	0
cda0ab54d4b0b5ad3cb43fdefd6318d97e435b0b	0	0	0	2	0
ce2b28bb33b2f1b7cfb48503a8cd0b7553fdec7e	0	0	0	2	0
ce3be836d697520cc808a8efba4b4e39de3c4c4b	0	0	2	0	0
ce55686fe61ca0ad56215898739e21c946bf7be4	0	0	0	2	0
cf52769d11108f3b68b7cc2df11fda63bdec2171	0	0	0	2	0
d184934062b36da9be38527998a78a0677d96ef5	0	0	2	0	0
d207fddceb6421916643a31c547f5405b22991db	0	2	0	0	0
d2b750e3cca82974d116a308cf712d731dd10d55	0	0	2	0	0
d334305886ea108a347f89fb08202fb249620f8f	2	0	0	0	0
d48952dabd7e3c5189c2d443f9c692f57fe38b90	0	0	2	0	0
d66480187bff31e1ae30c2b0b30b8210c7b21280	0	0	0	2	0
d6e1893d812d0651e81d271df74924cbf7696d25	0	0	0	2	0
d7500dd6fd50d4cc9d9f44c10267ebdbd59fab57	0	0	0	2	0
d7ebdb91c3ca6f8799ea4575f827993628d6392a	0	0	0	1	1
d812e6d193dd4dfe29f10a85a065940965d0686f	0	0	1	1	0
d8add546ff0b5297db39312ffc347ff850201772	1	0	1	0	0
d8bc062b13118a9aa46510e16d86408e057b40b7	0	0	0	2	0
d9e54d048017c79abf42bfa24118fc1c52f120e5	0	0	2	0	0
da9501f5ebede61792d716cc6a1e2b5d94a9decb	0	0	2	0	0
dbe083cadfadf32ab5df521f131817d6098a8ab7	0	0	0	2	0
dbe3fe0ee130c0ad7f21ff6609acaad50423a224	0	0	0	0	2
dd90cd9482d813cbb062b64003b31c90446d2d33	0	0	0	2	0
de568b5df5da796f1bec139afef6584740d55b52	0	0	0	2	0
e0889b5c1bc9163d121a0ea2cd3d6598993d678b	1	0	1	0	0
e0fe5992127634a83dd69ef0e2ac46ba69861f27	0	0	1	1	0
e1fd41c9ba5360962832ada06ae1893006ee2240	0	0	0	2	0
e22b595fb7c67be944bc51bec3e2e6de4f91f393	0	0	0	2	0
e253653994a0bb813b2f175441b3e00b347d706f	0	0	0	2	0
e25c0c7a5dcd7feffeef628548d3fb4b4850e58c	0	0	0	2	0
e2b9ac5925808687b5ab38474886c9ca79e4f007	0	0	0	2	0
e2f1313dc85d397db1e035ba1e8eadf669785667	0	0	2	0	0
e34c724bd8f750750590163b72594f4ee701bc88	0	0	0	2	0
e45a69d455ef7cc6c6dcaf5550821cfb69b8d5a2	0	0	0	2	0
e4950aa597d69aede7756094bba55fa262f034f4	0	0	0	2	0
e52c3f7ef9125a49d7dce895635e4becdd257c57	0	0	2	0	0
e59ab8fe7db3e710b34cd3f8b20ffe34cfb5e1c1	0	0	0	1	1
e5aee1cfaf47651ad31b4df2adaaaa097697fd2a	0	0	0	2	0
e76bf9ac802cdad0e30927426690dcd4f600be8b	0	0	0	2	0
e7d4ead4f28f4288540f885441b27cb5b5873927	0	0	0	2	0
e812c98df39d2f7265ab20fb45b72c1f59b1de67	0	0	1	0	1
e84eb6dee2586b5a2936cb95d1e3fb0ea391342f	0	0	0	2	0
e8e7d89c71ac11e21670d761e757301d229568ee	0	0	2	0	0
e99d5c24d588031bf332e994e20241b7bd119ee6	0	0	2	0	0
ea8b1d770799298b6c21f723802aeae9c1d031c3	2	0	0	0	0
ea8efada4c830c069f5f00d92164a14b002b908f	0	0	0	2	0
eaed488fef1a886463634e9d2fb7ce7b46d3a552	1	1	0	0	0
ebf5ad8c1cda930ba2e964eb61cd19d26e6645a8	0	0	1	1	0
ec7c5c36ae61ad9ddeb093054895025f2d13719c	0	0	0	2	0
ec8c1803062445882a532b3575a71e9f556a73bd	0	0	1	0	1
ed179e847b4348e902d482bda2c9cdd018ce6226	0	0	0	2	0
edef45502dac140e71fa6b4c3ed3446172e5a0dc	0	0	0	2	0
ee717fd5d3262de2201d469c4757467c98789ac1	0	0	0	2	0
ee9a9491c26c947e1b0bd07446e51432d1b2cb44	0	0	0	2	0
f0729e72bfa2e1ef335dddcb1097a9770ac0ad93	0	0	0	2	0
f11cfbeeac9a691582ad4a2a7ef6ab54c4877c2f	0	0	0	2	0
f1258490f738f9085c62ecea5fa9799879a44fad	0	0	0	2	0
f36df42208931558bf564c8185ea3cfa1788a40e	0	2	0	0	0
f39d2901a28c037d1fe89b4c506a5c81443a1f2c	0	0	0	2	0
f3c4f0ef1b72889beb80f4f8d94e2b3d6d5b8fda	2	0	0	0	0
f3eeed76aabb375c2dcba3df976e1eee0a3d5899	0	0	0	2	0
f4b0ff0fe287952461746df2eabe2784d360260f	0	0	0	2	0
f59901d07ff1f761a9fdd26665eb31eb5e6596d4	0	0	0	2	0
f617c79a127521b1c77c0d3ecda2937d5f2c3f80	0	0	2	0	0
f67c0467d6912ff06b83d5ef2fe53ef5db891987	0	0	0	1	1
f6ef6a2610e4547de3fa02ecb4bf460dfbe71824	1	1	0	0	0
f851938eafef66ddd6e7a45b92f9ef034da83900	0	0	0	2	0
f937b6c04a0389496e1b45a369539953d284c197	0	0	0	2	0
f9ab981bcb7c4d706a9a537d7af49d60da146473	0	0	0	2	0
fabb5fd30f50e0411247d7a3abf2aa3408062513	1	0	1	0	0
fbe3a1b3c0d9dacbe24689acdaf4e137dbf7f3fe	0	0	0	2	0
fc6222b286eeea21794c87c4be23429815db58a2	0	0	0	2	0
fc89389c40ba4859494bca9811118c21131a80aa	0	0	0	2	0
fc95bc1e5b51524aa08781a7102e0e666dd69010	0	2	0	0	0
fcc798ce113d6cee90c7b46f6e3f559ab2287f73	0	0	0	2	0
fccfb9e96ef7334f6a88afdc2109916af732fcf6	0	0	1	1	0
ffa8412352e7d450f16c28de7aff50fbe3a4ce2a	0	0	1	0	1
0007b2be0d2875118742cc68837d589b0e80b00f	0	0	0	1	0
00097c12d1aae921f57d485995e00ff2134a6f1d	0	0	1	0	0
0009c7fbc72d52e01d7414e96afef55e142401c5	0	0	0	1	0
000b6e3fa679a9b34c467721c838ede79d86bfd5	1	0	0	0	0
000bed87bdcdd674bdc20c1fd534fe0b4e3d4ab0	0	0	0	1	0
000cc6fb4a8c23cc4417b873284884c040526caf	0	0	0	1	0
000ed4cb68cd2e8eda48849f59a87dad232056b5	0	0	0	1	0
0013ec9d32f65ec9997d8086185282f1b29af895	0	0	1	0	0
0019e4a9d989568a57cd4c5611f1da204ce0f7dc	1	0	0	0	0
0025fd79c602d8a9d1ae9c5115cf969857a7ed02	0	0	0	1	0
002ab3ac27ce28035ec8fb39783db46fc8c35b8e	1	0	0	0	0
0039377b6ee7d41df95e74638612fd4c630f1161	0	1	0	0	0
00433be0eb4102b9f188db2739c781e581810f0e	0	0	0	1	0
004588b82273190632ef3e70ee57fc4b760c6a6f	0	0	0	1	0
0053869664d3ec5fc60ec28650b0b05bd9ac32e5	0	0	1	0	0
005769ecfdb2edd018b6bc90e6951bee8024d09f	0	0	1	0	0
00589923028ecd6e881a609116e264e6f52ac1df	0	0	0	1	0
005b07e3e86ffdcd3596596338e05bd839324496	0	0	0	1	0
0060483ab0669a7d18595c41de00b2d497f362c8	0	0	0	1	0
0062053681c09e38e8f5496f11e4d7de069ca85d	1	0	0	0	0
006480231c0efa513f27aded2821900597849c8b	0	0	0	0	1
006805c2c5050ea3f8ed92ef7ebb4c5b3293d6e2	0	0	0	1	0
006ca413c8dc23c751b78941f624c1c527d325d7	1	0	0	0	0
006e3ff6a091376226be2e2854b896efc6b4dea3	0	0	0	1	0
00713891c87c5ad3c2a66a0ce1bd7098db6395c8	0	0	0	1	0
007171d69530e111ea5a69200c0efb2919bc6b18	0	0	1	0	0
00747ce5253b786cd1db5d24a3d535cb087bb69f	0	0	1	0	0
007e3c25323a3b5b18fc5948b929f7b2e2a41f4f	0	0	1	0	0
007f1554f0f189e378412335297704aa46c240cd	0	0	0	0	1
008aad85669f9f930a0437d9a5db069e7d73885c	0	0	0	1	0
008ea65001da583c6d7595935423f9abc9ad0139	0	0	0	1	0
009632c73a691fd1070da6c9b80c3dbf026bcfb7	0	0	0	1	0
0099a5894aa5d5950bd48c42354cafca37255946	0	0	0	1	0
009a17b4c94479e482ae92483df16a01a559c195	1	0	0	0	0
009b9ad00150dbf8b33c845ff40689ad6f9db801	0	0	1	0	0
009d95f3ea1ab53733d76378f8d607485f69ec05	0	1	0	0	0
00a88e2835dd79b7e1d51ccd77871cf7473cc259	1	0	0	0	0
00ac817af4f209a3bf4f41c83ec40c3b86cdcf8e	0	0	0	1	0
00ac84c4324a84d49614bc3ba4f9d3bc47306938	1	0	0	0	0
00b12f6a8a33b330a463c7d09050105f81e00534	1	0	0	0	0
00b7427d32754b91b2c6ec66c646ed65480e492a	1	0	0	0	0
00b7ce98e8916762e784f432735c43151f1c003d	1	0	0	0	0
00b817082a2f862e2aa0a3ea685adb9a1dac5f9d	0	0	0	1	0
00baf1a886deb21e6460c8cd18a08c0e3d147631	1	0	0	0	0
00bb33450fef9fc8665bdf01c8f5a9147f9cc477	0	1	0	0	0
00bb55269bd42764e86401efc62ea32c83119b5a	0	0	1	0	0
00bd3290858e3053412c3b1e4678c0ec96a9d884	0	0	0	1	0
00bec2f92677851469fc9a12f3fbe926440d3879	0	0	0	1	0
00c4507575b7866a5cdd34f06040124b66b359e8	0	1	0	0	0
00c8f20aea8ba6f3aea185f810aac7e1f07dfd04	0	0	0	1	0
00cd1469d59f2b155ee071886fd00ac1b90b4fdf	0	0	0	1	0
00cde5a515bfe2dea4fe660d8faedee18ad966e4	1	0	0	0	0
00d10e0321a873b684445e20de7decbde93a7605	0	0	0	1	0
00d2a20c0bae2775930d7b234fea2f140c443878	0	0	0	1	0
00e037eb850dfe5bb2ec9a2afabffad33e0e8307	0	1	0	0	0
00e611cb8edf9ea3084fbe722320f52b5e0c5e09	0	0	0	0	1
00e680680880bed3f63b63fdef5c65fa34076267	0	1	0	0	0
00e6ca3598c6b85ee82768e11e7fa7ec907442d4	0	0	0	1	0
00e744e595f7e8ddd092a5a531a0f310cba98d78	0	0	0	1	0
00e9d883eafa4c31f42374468351f1f6e967607d	0	0	0	0	1
00eae84a4bcd688251a2d527675c0f56389ed8a7	0	0	0	1	0
00ebf79c875d4ab32e90235ce1fec4c9a05056be	1	0	0	0	0
00f3af63326abbf04f92b3b5b7a90c4e577d9894	1	0	0	0	0
00f7a029b5213bd2e32fe083e2311f4b8483691f	0	1	0	0	0
00fc6ed2fc1a4bc9ad89e67d1ed4129b1b0e5de4	0	0	1	0	0
00fe489415cc11977d0ffbd00ab5dad3a852d2f0	0	1	0	0	0
0105f92b02cd8567c0f35f702963c59c38689e8c	0	0	1	0	0
010b148836ffe76ccec5385cef0c70ca770e92c7	1	0	0	0	0
010e1c31f6200b0664fd6cf632f98e41ccf9128a	0	0	0	1	0
010f7be9a826f64b8150f5d495740fb19038dccf	0	0	0	1	0
0111100e37bab4390e311faa9c59954bca7dd2cf	0	0	1	0	0
0114ab529dd58972e24b2651bbd444d67b8045c1	0	0	0	1	0
011856d770246ebf0b053e2dc5c1e6783280d285	0	0	0	1	0
011e26f7a6e32b66c2044c0773d0d4661dc5feb5	0	0	0	1	0
012372c94d51189b7ddd4155440edb9898a11320	0	0	1	0	0
01275cf5638960234b02924569e60c12e9291b35	0	0	0	1	0
0128d4ab0dc104aef98bc0c2e5cde814a9bc58f5	0	0	0	1	0
012903837d0bf664eec613421bfc45198a7f86d8	0	0	0	0	1
012b8fa46a1da4738034f7c4047e538e48bd46ae	0	0	0	1	0
012cb1003961da6bdde8ae2582a8e5b187cd581a	0	0	0	0	1
013df9d676cb7e1b3053957a1c9f0911cf7896d7	0	1	0	0	0
013ee57f067ec751ca0247355dde72c3284aa5a3	0	0	0	1	0
014187c30ab7d32539adc056f92fdb2aa9c0fde5	0	0	1	0	0
01445dac348da00d4e0c419f604dec1d1d379d5f	0	0	1	0	0
01456c5320daccf430a038680bee316174b5eb6a	1	0	0	0	0
01475b34883fa455ec7ce62af76ded1e431e1983	0	0	0	1	0
014f86a1b73496d4a6fcb55693f99dd673c8ada7	0	0	0	1	0
01512f5814e8ca4bb72ee38aaae6b9dde11d1244	1	0	0	0	0
015189447eaa8607b61549811398dc1ffe4938c4	0	0	0	1	0
01531e0715bf7b7e586ac7c0882437fc12c54da8	0	0	0	1	0
015388e00d4b00c16aca921f2707e14d7feced2f	0	0	0	1	0
015cc52b9253633273a80f1ad8dca4ba614ac6be	0	0	1	0	0
015e6c82f4747dfa4f9696860db3f12ae8e529a8	1	0	0	0	0
015f856d1c64439a75e5509aac42cb6dd87f5e1a	0	1	0	0	0
0167e37495787e0cf24dbff663b4b51304c954b4	0	0	0	1	0
016b566a57552a0fb7f1baf47665e40bff112fb2	1	0	0	0	0
016b796d0aa14646218ccf3023f24d77cae39e1c	0	0	0	1	0
016c834801ae8431ab82ad535d0db7bc3a29ebd9	1	0	0	0	0
016d84b71ae906cc340e885a2c69c74bc2552f81	0	0	0	1	0
016e5046ad9dc66bb5f5053a1b3947475a2eccb1	0	0	0	0	1
016f1421350e97ed4a1c5a6f4e0511bfb8448356	0	0	0	1	0
0172d8d648203ddfc80901f5c9d7ee09ac9da9a7	0	0	1	0	0
01738e9bf424296cb8d741d9c10a2221dc7b8921	0	0	0	1	0
017697d036c32468e2d84fd16a29c5c6683edbb3	0	0	1	0	0
01772e059aed3276c0dcc114dc42a7d3140b65e8	0	0	1	0	0
017aa9587847c960cff191fa3fdefcf1b26c4dfe	0	0	0	1	0
017d8c3a152a978e6f6a3ed62a07dd6dd98466a0	0	0	0	1	0
017f29fcf74112e7eb3b2cc6030638c3d40d16db	1	0	0	0	0
018fc4092eff6d76572ed247f6ebcf4ae84b4442	0	0	0	1	0
01a48782e7cc17b0c2750891cffe580e1dbb1f3b	0	0	0	1	0
01a5b559598bad36aba82a3562e651080f9dee06	0	0	1	0	0
01a8324e1906769f9610d8e6eab8b203e66fcbca	0	0	1	0	0
01ad0e3cecda938b2a3872ae5c28d386edc5e0cb	0	1	0	0	0
01b8255432e6ecc523acdb90fdcf538818c62893	0	0	0	0	1
01b9d63c32e3f1a54392b01d3e2ba45787bcaf9e	0	1	0	0	0
01c29f6deca9325ba8597e54d0e90ba56e4e7eea	0	0	1	0	0
01c35a498def38aa0ff81049c8c0473cd6c0b720	0	0	0	1	0
01ce5ba2eae330e24fd3a8af4b18a310af6ef9f7	0	0	0	1	0
01d26b65135af730d6720e183290836b3575d628	1	0	0	0	0
01d302da28122dd670963d467568326478abe026	0	0	0	1	0
01d40afac83775ea555046a7b7a6b865278feda2	0	0	0	1	0
01d63f4d4fdc8881ba716b8c98f7d0fe52c920ff	0	0	0	1	0
01d67d01ea4cab91cd66a84cf0934a480281e6e6	0	0	0	1	0
01dd7e4175560666ccfea62e2280b7559fd97973	0	0	0	1	0
01e29636d209f2004943320fad3db9b4f95ef0e9	0	1	0	0	0
01e32069d9a5c409ef8e62f4ad6b8c828a63d150	0	0	0	1	0
01e4ed9b3c9ee215611be412f733f689a1bd30ea	0	1	0	0	0
01e77472bc1a9938b817ac4208ab661f416f8bcd	0	0	0	1	0
01ea4ab90424675f88485a5bb8c5637c8368c39e	0	1	0	0	0
01f4c6b927d331d57c84f57267b7e3e726781752	0	1	0	0	0
01f8b381c91ac5995f4080956de46794aac018af	0	0	1	0	0
01fd492ca45bc1f23a7174c4a3ba4296e76bd8ea	0	0	0	0	1
0216a86c0e7ba5b44bdaac3bb587b1da09d7adbc	0	0	1	0	0
02174cd6d14ade0f7d1c14c1018c42f5488e59dc	0	0	0	1	0
021ea406bf527993e229e49f0c7c7cc6aaef81be	0	0	0	1	0
0220523c7d87c5e2112dc8d61d4de4bf00391326	0	0	1	0	0
02221edf36bb1679ec91d17c91f7067891e55815	0	0	1	0	0
02223e2b7ad401dab9ec948ef3d9765bff9f9105	0	0	0	1	0
02261b9579b4d7a11bab09fb8fd69c61ed4959a1	0	0	0	0	1
022ee560d172f759ab766f703f28b4c51079a98a	0	0	0	1	0
02428f0f8a806d99a3b6a2011007339384872664	0	0	0	0	1
024311aa4c6be3775704a6aef60f21754319e71d	0	0	0	1	0
0243c562518b04d22150e1c840af82a977bdf0e7	0	0	0	1	0
024606724039f31ee87a3f419c2827ca2fab353f	0	0	0	1	0
024794a33da1a0d7cc034792f21c116b5c3a40ff	0	0	0	1	0
0258f792c3aa4f76808d7d04860b4688f592604e	0	0	0	1	0
02638bfcf9a36ee5a761a68a51df5d03ccda80a1	1	0	0	0	0
026a4a880474ddc4bd66e316275ed30d536b4ccf	0	0	0	1	0
0276999e221e5e41a1c2fe35e5f35349fdc8522d	0	0	0	1	0
028019780c8f8f8fcb4aad198c6bbec45e6f224d	1	0	0	0	0
028748b4b523ab5db62158853bab9d683ae42ae4	0	0	1	0	0
028cc66b67d2f8ea64c6c2e1192771b0e2ca8d66	0	0	1	0	0
028f2024a3454860ed89411525fde9cdc9f7bf01	0	0	0	1	0
028ff472abefd15a8a2d288af3faf48dc1130de5	0	0	0	1	0
02906bd235191cc76398169266ccf853d7742c6e	0	0	0	1	0
0297773815c24249b6c3ec24a155b82c8efea00b	0	0	0	1	0
02a029d961d2e42feeb6e9cae19092ad8ad3fd61	1	0	0	0	0
02a15162b22f352dfebf53a95cab7e2a26a1b619	0	0	0	1	0
02a25c1488d395de6a2da4efb9271c98b14b80f6	1	0	0	0	0
02abcd271500e86b7fa8ecde9ad920e129afb768	1	0	0	0	0
02ba12a83f89ae65f6bbec106cb6ac81eb1b9305	0	0	1	0	0
02bc97084f20cb0aa42a57fd653de6d18d472472	0	1	0	0	0
02c7599c3f0f11b5fedf9d5e81cb12bd7650ca02	0	1	0	0	0
02cc68b5fea3d6aef5343b2d55a3cb38ec15a8ad	0	0	0	0	1
02d3b8876be8864a57aba96b664e1761b90344a6	1	0	0	0	0
02d4bbd89f175b297ab254062f8d5cb090bdd84b	0	1	0	0	0
02d554120657b129d441ae3cd6249b0583e39070	0	0	1	0	0
02ec2c2e238c2c649d20dd0e6889cb2bcc40c037	0	0	0	1	0
02ede10632485148bf3686ffeeae33b53700eff5	0	0	0	1	0
02f056b09e3dac4a6de6a2c00244e6811ba7c86a	0	1	0	0	0
02f4c45aae039c07a9dba54228fb3a785a6fc1ff	0	0	0	0	1
02fb5efcbdf5144dca675958551abc6aaa52e7ac	0	0	0	1	0
02fba55a225103aad7dc91b70dc3681c3c5c4ef2	1	0	0	0	0
02fd9774ca10969da39d0790c9721d96e81dcd24	0	0	1	0	0
0304eebf201ac9822f7fc86c555590a596cb1245	0	0	0	1	0
030689a62e372b9cae711fe508561b699932295a	0	0	0	1	0
0306fd8871be6dbcb5688a0c8d7168a069bf84d7	0	0	1	0	0
03094657c2c98b499f2f3eb2ba5199fcdae8f6b4	1	0	0	0	0
030c7476514c71c3e11de457bd4218290e966554	0	0	1	0	0
031cb8f5375b36f99f3487a44d8c0c3154108cc0	0	0	0	0	1
031fc4546e4df6b6068bc674ba5e2a2107f0c8fb	0	0	1	0	0
0322e902387940d9bf4294f7ea746b2cfbf88089	0	0	0	0	1
032e7568704ecda19f53cf071fe903415dd30aaf	0	0	0	1	0
03377d95e87374579690f234c7e35e59fc4cdffa	1	0	0	0	0
03385bde18296687d9a4cda955f0cb779a762505	0	0	0	1	0
033960e2ee12fb45e423cb7cc7bac8dd32fd80fb	1	0	0	0	0
033ba6e72d04797763ff0461597962eb51505ea3	0	0	0	1	0
03433afb93a361aa2dd80c90068f3bc889ca163d	0	0	1	0	0
0344a40667377ed38742d099b62a529cc863c246	0	1	0	0	0
0346e7eb5a8c8afbe95ae974bd08b079e82b5098	0	1	0	0	0
0347a9f092704bc1dc4408563b9c917c68ee0160	0	1	0	0	0
0349ab8644027600ee160a6f1e629955d3faad13	0	0	0	1	0
0349e5ecccebfa9655701dfc24cde88bb0aef41a	0	0	0	0	1
034a982d4af9dd84392bb2d57c4c8b71dcc05817	0	1	0	0	0
034df37d4c9e1660c952f209fd4af4642c5ebc3e	0	0	0	1	0
034f4069a4527709a7d1e6047a46eac29252b2ec	0	0	1	0	0
035208a6f06678e1e3b2a2823df9b205a5798506	0	0	0	1	0
